,AMOUNT_REQ,CASE_ID,time:timestamp,Categorical
77,12500,173958,2011-10-02 23:18:42.230000+02:00,Placeholder
78,25000,173961,2011-10-02 23:19:50.916000+02:00,Placeholder
79,60000,173964,2011-10-02 23:43:30.528000+02:00,Placeholder
80,30000,173979,2011-10-03 08:09:57.959000+02:00,Placeholder
81,8000,173982,2011-10-03 09:30:51.798000+02:00,Placeholder
82,5800,173985,2011-10-03 09:34:18.391000+02:00,Placeholder
83,10000,173988,2011-10-03 09:52:42.796000+02:00,Placeholder
84,5000,173991,2011-10-03 10:07:17.625000+02:00,Placeholder
85,2000,173994,2011-10-03 10:33:48.189000+02:00,Placeholder
86,50000,173997,2011-10-03 10:38:11.406000+02:00,Placeholder
87,20000,174000,2011-10-03 10:39:02.381000+02:00,Placeholder
88,45265,174003,2011-10-03 10:58:38.241000+02:00,Placeholder
89,7500,174006,2011-10-03 10:59:25.078000+02:00,Placeholder
90,7000,174009,2011-10-03 11:00:00.545000+02:00,Placeholder
91,7500,174012,2011-10-03 11:06:41.562000+02:00,Placeholder
92,7500,174015,2011-10-03 11:19:52.727000+02:00,Placeholder
93,25000,174018,2011-10-03 11:21:10.598000+02:00,Placeholder
94,5000,174021,2011-10-03 11:33:52.835000+02:00,Placeholder
95,5000,174024,2011-10-03 11:48:34.346000+02:00,Placeholder
96,10000,174027,2011-10-03 11:52:28.134000+02:00,Placeholder
97,15000,174033,2011-10-03 12:01:34.104000+02:00,Placeholder
98,7500,174042,2011-10-03 12:10:17.985000+02:00,Placeholder
99,10000,174048,2011-10-03 12:25:48.444000+02:00,Placeholder
100,10500,174051,2011-10-03 12:27:32.920000+02:00,Placeholder
101,46000,174054,2011-10-03 12:35:21.256000+02:00,Placeholder
102,5000,174057,2011-10-03 12:47:46.582000+02:00,Placeholder
103,4000,174063,2011-10-03 12:59:32.674000+02:00,Placeholder
104,5000,174066,2011-10-03 13:01:28.216000+02:00,Placeholder
105,10000,174072,2011-10-03 13:18:01.581000+02:00,Placeholder
106,6000,174075,2011-10-03 13:22:34.340000+02:00,Placeholder
107,10000,174078,2011-10-03 13:23:45.900000+02:00,Placeholder
108,7500,174081,2011-10-03 13:26:11.439000+02:00,Placeholder
109,8400,174084,2011-10-03 13:26:26.927000+02:00,Placeholder
110,15000,174087,2011-10-03 13:46:48.075000+02:00,Placeholder
111,20000,174090,2011-10-03 13:50:01.312000+02:00,Placeholder
112,21000,174093,2011-10-03 13:54:15.910000+02:00,Placeholder
113,15000,174099,2011-10-03 14:17:13.044000+02:00,Placeholder
114,4000,174102,2011-10-03 14:22:13.947000+02:00,Placeholder
115,5000,174105,2011-10-03 14:24:26.607000+02:00,Placeholder
116,10000,174108,2011-10-03 14:31:34.141000+02:00,Placeholder
117,2500,174111,2011-10-03 14:49:07.819000+02:00,Placeholder
118,8950,174114,2011-10-03 14:54:54.511000+02:00,Placeholder
119,7500,174117,2011-10-03 15:14:36.133000+02:00,Placeholder
120,20000,174120,2011-10-03 15:33:26.135000+02:00,Placeholder
121,2500,174123,2011-10-03 16:15:28.356000+02:00,Placeholder
122,5000,174126,2011-10-03 16:21:35.947000+02:00,Placeholder
123,4000,174129,2011-10-03 16:35:06.773000+02:00,Placeholder
124,15000,174135,2011-10-03 16:38:31.557000+02:00,Placeholder
125,5000,174138,2011-10-03 16:43:26.043000+02:00,Placeholder
126,10600,174141,2011-10-03 16:59:27.009000+02:00,Placeholder
127,21000,174144,2011-10-03 17:00:30.443000+02:00,Placeholder
128,12500,174147,2011-10-03 17:01:05.208000+02:00,Placeholder
129,17000,174150,2011-10-03 17:29:01.764000+02:00,Placeholder
130,1000,174153,2011-10-03 17:44:16.829000+02:00,Placeholder
131,11500,174156,2011-10-03 17:47:40.647000+02:00,Placeholder
132,4000,174162,2011-10-03 18:07:45.221000+02:00,Placeholder
133,5000,174165,2011-10-03 18:12:27.506000+02:00,Placeholder
134,7897,174168,2011-10-03 18:22:09.147000+02:00,Placeholder
135,15000,174171,2011-10-03 18:35:13.600000+02:00,Placeholder
136,20000,174174,2011-10-03 18:45:47.788000+02:00,Placeholder
137,5000,174177,2011-10-03 18:50:20.917000+02:00,Placeholder
138,20000,174180,2011-10-03 18:51:38.608000+02:00,Placeholder
139,10000,174183,2011-10-03 19:15:09.341000+02:00,Placeholder
140,15000,174186,2011-10-03 19:17:45.154000+02:00,Placeholder
141,10000,174189,2011-10-03 19:27:36.572000+02:00,Placeholder
142,5000,174192,2011-10-03 19:30:21.246000+02:00,Placeholder
143,1600,174195,2011-10-03 19:32:45.026000+02:00,Placeholder
144,7500,174198,2011-10-03 19:33:25.154000+02:00,Placeholder
145,5867,174201,2011-10-03 19:34:18.768000+02:00,Placeholder
146,23000,174204,2011-10-03 19:37:51.638000+02:00,Placeholder
147,70000,174207,2011-10-03 19:45:53.179000+02:00,Placeholder
148,6000,174210,2011-10-03 19:47:24.100000+02:00,Placeholder
149,10000,174213,2011-10-03 19:55:30.411000+02:00,Placeholder
150,32000,174219,2011-10-03 19:59:01.757000+02:00,Placeholder
151,8000,174222,2011-10-03 20:08:29.705000+02:00,Placeholder
152,7500,174225,2011-10-03 20:08:34.472000+02:00,Placeholder
153,30000,174228,2011-10-03 20:10:32.044000+02:00,Placeholder
154,6000,174231,2011-10-03 20:10:41.221000+02:00,Placeholder
155,17500,174234,2011-10-03 20:18:50.837000+02:00,Placeholder
156,13000,174240,2011-10-03 20:26:10.208000+02:00,Placeholder
157,3000,174243,2011-10-03 20:39:00.599000+02:00,Placeholder
158,15000,174246,2011-10-03 20:43:04.557000+02:00,Placeholder
159,31500,174249,2011-10-03 20:53:03.071000+02:00,Placeholder
160,30000,174252,2011-10-03 20:59:10.326000+02:00,Placeholder
161,15000,174255,2011-10-03 20:59:23.114000+02:00,Placeholder
162,24000,174258,2011-10-03 21:00:28.173000+02:00,Placeholder
163,10000,174261,2011-10-03 21:03:04.908000+02:00,Placeholder
164,15000,174267,2011-10-03 21:10:53.005000+02:00,Placeholder
165,10000,174273,2011-10-03 21:18:52.493000+02:00,Placeholder
166,6000,174276,2011-10-03 21:19:56.055000+02:00,Placeholder
167,10000,174279,2011-10-03 22:04:06.130000+02:00,Placeholder
168,6000,174282,2011-10-03 22:48:48.829000+02:00,Placeholder
169,50000,174285,2011-10-03 22:59:48.324000+02:00,Placeholder
170,16000,174288,2011-10-03 23:23:17.739000+02:00,Placeholder
171,15000,174291,2011-10-03 23:31:43.141000+02:00,Placeholder
172,30870,174297,2011-10-03 23:47:56.656000+02:00,Placeholder
173,15000,174300,2011-10-04 01:35:22.134000+02:00,Placeholder
174,11500,174303,2011-10-04 01:40:44.557000+02:00,Placeholder
175,5000,174319,2011-10-04 06:38:49.120000+02:00,Placeholder
176,15000,174322,2011-10-04 08:30:53.745000+02:00,Placeholder
177,7000,174328,2011-10-04 08:59:17.307000+02:00,Placeholder
178,20000,174331,2011-10-04 09:15:32.331000+02:00,Placeholder
179,5000,174334,2011-10-04 09:31:17.619000+02:00,Placeholder
180,7000,174340,2011-10-04 10:09:42.404000+02:00,Placeholder
181,16500,174346,2011-10-04 10:40:24.800000+02:00,Placeholder
182,7000,174349,2011-10-04 10:42:14.732000+02:00,Placeholder
183,5000,174352,2011-10-04 11:20:03.569000+02:00,Placeholder
184,500,174355,2011-10-04 11:31:48.491000+02:00,Placeholder
185,25000,174361,2011-10-04 11:46:10.433000+02:00,Placeholder
186,9000,174364,2011-10-04 11:47:28.904000+02:00,Placeholder
187,30000,174367,2011-10-04 11:53:46.151000+02:00,Placeholder
188,7500,174370,2011-10-04 12:18:24.122000+02:00,Placeholder
189,10000,174373,2011-10-04 12:26:56.966000+02:00,Placeholder
190,5000,174376,2011-10-04 12:54:54.707000+02:00,Placeholder
191,9500,174379,2011-10-04 13:09:13.263000+02:00,Placeholder
192,15000,174385,2011-10-04 13:28:34.155000+02:00,Placeholder
193,6000,174388,2011-10-04 13:35:05.938000+02:00,Placeholder
194,15000,174391,2011-10-04 13:38:28.689000+02:00,Placeholder
195,10000,174394,2011-10-04 13:48:21.435000+02:00,Placeholder
196,10000,174400,2011-10-04 13:57:21.960000+02:00,Placeholder
197,25000,174403,2011-10-04 13:57:47.188000+02:00,Placeholder
198,11300,174406,2011-10-04 14:03:40.025000+02:00,Placeholder
199,20000,174412,2011-10-04 14:16:42.520000+02:00,Placeholder
200,12000,174415,2011-10-04 14:26:44.050000+02:00,Placeholder
201,18000,174421,2011-10-04 14:34:17.240000+02:00,Placeholder
202,15000,174424,2011-10-04 14:36:20.235000+02:00,Placeholder
203,17000,174427,2011-10-04 14:40:34.389000+02:00,Placeholder
204,20000,174430,2011-10-04 14:55:27.823000+02:00,Placeholder
205,7000,174433,2011-10-04 15:02:02.519000+02:00,Placeholder
206,5000,174439,2011-10-04 15:31:27.240000+02:00,Placeholder
207,14461,174442,2011-10-04 15:46:37.565000+02:00,Placeholder
208,15000,174445,2011-10-04 16:10:03.773000+02:00,Placeholder
209,8500,174448,2011-10-04 16:11:46.449000+02:00,Placeholder
210,7500,174451,2011-10-04 16:12:48.787000+02:00,Placeholder
211,7500,174454,2011-10-04 16:20:50.918000+02:00,Placeholder
212,2500,174457,2011-10-04 16:53:24.148000+02:00,Placeholder
213,13000,174460,2011-10-04 16:55:35.172000+02:00,Placeholder
214,2500,174466,2011-10-04 17:13:53.780000+02:00,Placeholder
215,10000,174469,2011-10-04 17:22:46.985000+02:00,Placeholder
216,10406,174472,2011-10-04 17:31:01.440000+02:00,Placeholder
217,10000,174475,2011-10-04 17:36:34.190000+02:00,Placeholder
218,15000,174481,2011-10-04 18:28:39.615000+02:00,Placeholder
219,41000,174484,2011-10-04 18:34:48.685000+02:00,Placeholder
220,6100,174487,2011-10-04 19:08:01.566000+02:00,Placeholder
221,18500,174490,2011-10-04 19:15:11.455000+02:00,Placeholder
222,29000,174493,2011-10-04 19:21:32.230000+02:00,Placeholder
223,9612,174496,2011-10-04 19:36:15.971000+02:00,Placeholder
224,10000,174499,2011-10-04 20:00:44.850000+02:00,Placeholder
225,5000,174505,2011-10-04 20:24:46.122000+02:00,Placeholder
226,5000,174508,2011-10-04 20:26:10.025000+02:00,Placeholder
227,42000,174514,2011-10-04 20:49:57.667000+02:00,Placeholder
228,20000,174520,2011-10-04 21:14:13.426000+02:00,Placeholder
229,2600,174523,2011-10-04 21:29:17.061000+02:00,Placeholder
230,14000,174526,2011-10-04 21:34:34.415000+02:00,Placeholder
231,50000,174529,2011-10-04 21:36:05.946000+02:00,Placeholder
232,10000,174532,2011-10-04 21:37:45.287000+02:00,Placeholder
233,15000,174535,2011-10-04 21:48:56.921000+02:00,Placeholder
234,5000,174538,2011-10-04 22:12:51.081000+02:00,Placeholder
235,25000,174541,2011-10-04 22:40:24.865000+02:00,Placeholder
236,5600,174544,2011-10-04 22:44:46.345000+02:00,Placeholder
237,5000,174562,2011-10-04 23:34:04.353000+02:00,Placeholder
238,5000,174565,2011-10-04 23:34:17.713000+02:00,Placeholder
239,5000,174568,2011-10-04 23:49:56.530000+02:00,Placeholder
240,5600,174571,2011-10-05 01:08:43.637000+02:00,Placeholder
241,7000,174574,2011-10-05 02:19:34.010000+02:00,Placeholder
242,23112,174599,2011-10-05 07:28:42.783000+02:00,Placeholder
243,6000,174602,2011-10-05 09:27:11.793000+02:00,Placeholder
244,10000,174605,2011-10-05 09:29:05.549000+02:00,Placeholder
245,2500,174608,2011-10-05 09:31:11.354000+02:00,Placeholder
246,5000,174611,2011-10-05 09:32:28.381000+02:00,Placeholder
247,10000,174614,2011-10-05 09:33:55.785000+02:00,Placeholder
248,40000,174617,2011-10-05 09:48:01.271000+02:00,Placeholder
249,15000,174620,2011-10-05 09:48:54.283000+02:00,Placeholder
250,5000,174623,2011-10-05 09:51:54.550000+02:00,Placeholder
251,50000,174626,2011-10-05 09:56:53.311000+02:00,Placeholder
252,50000,174629,2011-10-05 10:00:20.578000+02:00,Placeholder
253,20000,174632,2011-10-05 10:03:21.315000+02:00,Placeholder
254,7000,174635,2011-10-05 10:12:34.268000+02:00,Placeholder
255,6000,174638,2011-10-05 10:28:41.636000+02:00,Placeholder
256,23000,174641,2011-10-05 10:38:39.217000+02:00,Placeholder
257,10000,174647,2011-10-05 10:43:30.287000+02:00,Placeholder
258,12000,174653,2011-10-05 11:15:02.977000+02:00,Placeholder
259,20000,174656,2011-10-05 11:15:14.888000+02:00,Placeholder
260,7500,174662,2011-10-05 12:04:11.872000+02:00,Placeholder
261,250,174665,2011-10-05 12:09:54.072000+02:00,Placeholder
262,20000,174668,2011-10-05 12:14:13.669000+02:00,Placeholder
263,5000,174674,2011-10-05 12:33:42.501000+02:00,Placeholder
264,4500,174677,2011-10-05 12:37:42.951000+02:00,Placeholder
265,23000,174680,2011-10-05 12:38:35.099000+02:00,Placeholder
266,5000,174683,2011-10-05 12:42:49.227000+02:00,Placeholder
267,7500,174686,2011-10-05 12:50:11.118000+02:00,Placeholder
268,6000,174689,2011-10-05 12:51:55.431000+02:00,Placeholder
269,10000,174692,2011-10-05 12:54:30.958000+02:00,Placeholder
270,8000,174695,2011-10-05 12:55:35.233000+02:00,Placeholder
271,3500,174698,2011-10-05 13:06:36.655000+02:00,Placeholder
272,5000,174701,2011-10-05 13:07:23.624000+02:00,Placeholder
273,20000,174704,2011-10-05 13:13:30.452000+02:00,Placeholder
274,12000,174707,2011-10-05 13:20:47.568000+02:00,Placeholder
275,15000,174710,2011-10-05 13:22:12.052000+02:00,Placeholder
276,5000,174713,2011-10-05 13:32:25.593000+02:00,Placeholder
277,15000,174716,2011-10-05 13:38:04.350000+02:00,Placeholder
278,12000,174719,2011-10-05 13:45:19.280000+02:00,Placeholder
279,20000,174725,2011-10-05 13:57:48.473000+02:00,Placeholder
280,5000,174728,2011-10-05 13:58:25.703000+02:00,Placeholder
281,15000,174731,2011-10-05 13:59:22.502000+02:00,Placeholder
282,35000,174734,2011-10-05 14:08:51.353000+02:00,Placeholder
283,7500,174737,2011-10-05 14:09:18.451000+02:00,Placeholder
284,6564,174740,2011-10-05 14:16:21.329000+02:00,Placeholder
285,3000,174743,2011-10-05 14:18:32.445000+02:00,Placeholder
286,7000,174746,2011-10-05 14:18:40.243000+02:00,Placeholder
287,25000,174749,2011-10-05 14:23:21.030000+02:00,Placeholder
288,12000,174752,2011-10-05 14:30:26.450000+02:00,Placeholder
289,1500,174755,2011-10-05 14:36:09.582000+02:00,Placeholder
290,15000,174758,2011-10-05 14:39:49.916000+02:00,Placeholder
291,10000,174761,2011-10-05 14:41:36.497000+02:00,Placeholder
292,26000,174767,2011-10-05 14:59:13.399000+02:00,Placeholder
293,5000,174770,2011-10-05 15:01:26.985000+02:00,Placeholder
294,5000,174773,2011-10-05 15:10:39.426000+02:00,Placeholder
295,5000,174776,2011-10-05 15:12:06.144000+02:00,Placeholder
296,20000,174779,2011-10-05 15:12:35.718000+02:00,Placeholder
297,25500,174782,2011-10-05 15:20:30.634000+02:00,Placeholder
298,15000,174788,2011-10-05 15:33:40.652000+02:00,Placeholder
299,18000,174791,2011-10-05 15:39:34.793000+02:00,Placeholder
300,6000,174794,2011-10-05 15:43:08.769000+02:00,Placeholder
301,3500,174797,2011-10-05 15:44:33.802000+02:00,Placeholder
302,5000,174800,2011-10-05 15:48:43.675000+02:00,Placeholder
303,18000,174803,2011-10-05 15:55:04.873000+02:00,Placeholder
304,15000,174809,2011-10-05 15:56:11.978000+02:00,Placeholder
305,5000,174812,2011-10-05 15:57:53.885000+02:00,Placeholder
306,18000,174821,2011-10-05 16:00:10.454000+02:00,Placeholder
307,34000,174824,2011-10-05 16:18:21.863000+02:00,Placeholder
308,10000,174827,2011-10-05 16:24:01.730000+02:00,Placeholder
309,500,174830,2011-10-05 16:28:51.862000+02:00,Placeholder
310,11500,174833,2011-10-05 16:29:10.188000+02:00,Placeholder
311,5000,174836,2011-10-05 16:51:57.543000+02:00,Placeholder
312,6000,174839,2011-10-05 16:53:32.364000+02:00,Placeholder
313,5000,174842,2011-10-05 16:54:58.973000+02:00,Placeholder
314,22500,174848,2011-10-05 17:14:06.268000+02:00,Placeholder
315,15000,174854,2011-10-05 17:28:06.642000+02:00,Placeholder
316,14500,174857,2011-10-05 17:38:33.188000+02:00,Placeholder
317,5000,174860,2011-10-05 17:47:55.586000+02:00,Placeholder
318,9000,174863,2011-10-05 18:05:09.280000+02:00,Placeholder
319,5000,174866,2011-10-05 18:06:05.228000+02:00,Placeholder
320,20000,174869,2011-10-05 18:17:04.212000+02:00,Placeholder
321,9000,174875,2011-10-05 18:56:55.258000+02:00,Placeholder
322,22000,174878,2011-10-05 18:58:46.916000+02:00,Placeholder
323,25000,174881,2011-10-05 19:04:28.473000+02:00,Placeholder
324,7000,174887,2011-10-05 19:24:55.510000+02:00,Placeholder
325,5000,174890,2011-10-05 19:33:31.037000+02:00,Placeholder
326,50000,174893,2011-10-05 19:33:41.588000+02:00,Placeholder
327,3000,174899,2011-10-05 19:58:21.428000+02:00,Placeholder
328,3500,174902,2011-10-05 20:05:26.245000+02:00,Placeholder
329,16000,174905,2011-10-05 20:18:40.877000+02:00,Placeholder
330,20000,174908,2011-10-05 20:33:59.871000+02:00,Placeholder
331,5000,174911,2011-10-05 20:38:44.263000+02:00,Placeholder
332,20000,174914,2011-10-05 20:45:02.432000+02:00,Placeholder
333,27500,174917,2011-10-05 20:46:18.432000+02:00,Placeholder
334,50000,174920,2011-10-05 20:51:48.060000+02:00,Placeholder
335,15000,174923,2011-10-05 20:52:54.451000+02:00,Placeholder
336,7500,174926,2011-10-05 21:09:57.132000+02:00,Placeholder
337,6000,174929,2011-10-05 21:10:25.078000+02:00,Placeholder
338,49000,174932,2011-10-05 21:11:38.863000+02:00,Placeholder
339,19000,174935,2011-10-05 21:33:37.744000+02:00,Placeholder
340,13000,174941,2011-10-05 22:05:26.963000+02:00,Placeholder
341,5000,174947,2011-10-05 22:21:19.815000+02:00,Placeholder
342,7500,174950,2011-10-05 22:33:17.840000+02:00,Placeholder
343,6000,174953,2011-10-05 22:34:35.702000+02:00,Placeholder
344,3000,174956,2011-10-05 22:40:29.188000+02:00,Placeholder
345,30000,174959,2011-10-05 22:43:06.517000+02:00,Placeholder
346,12750,174968,2011-10-06 00:09:23.094000+02:00,Placeholder
347,5000,174979,2011-10-06 07:48:43.519000+02:00,Placeholder
348,3500,174982,2011-10-06 10:04:26.874000+02:00,Placeholder
349,99000,174985,2011-10-06 10:06:12.861000+02:00,Placeholder
350,3000,174988,2011-10-06 10:07:28.702000+02:00,Placeholder
351,10000,174991,2011-10-06 10:28:26.818000+02:00,Placeholder
352,10000,174994,2011-10-06 10:29:28.048000+02:00,Placeholder
353,5000,174997,2011-10-06 10:34:42.582000+02:00,Placeholder
354,10000,175000,2011-10-06 11:04:32.383000+02:00,Placeholder
355,5600,175003,2011-10-06 11:11:06.332000+02:00,Placeholder
356,4700,175006,2011-10-06 11:15:37.733000+02:00,Placeholder
357,8000,175009,2011-10-06 11:17:41.289000+02:00,Placeholder
358,50000,175012,2011-10-06 11:23:32.215000+02:00,Placeholder
359,10000,175018,2011-10-06 11:43:10.666000+02:00,Placeholder
360,11000,175021,2011-10-06 11:49:18.199000+02:00,Placeholder
361,20000,175024,2011-10-06 11:55:33.384000+02:00,Placeholder
362,11000,175027,2011-10-06 11:58:10.621000+02:00,Placeholder
363,6000,175030,2011-10-06 12:03:55.116000+02:00,Placeholder
364,22000,175033,2011-10-06 12:04:26.496000+02:00,Placeholder
365,1500,175036,2011-10-06 12:07:36.658000+02:00,Placeholder
366,6000,175039,2011-10-06 12:12:22.123000+02:00,Placeholder
367,1500,175042,2011-10-06 12:13:43.316000+02:00,Placeholder
368,15000,175045,2011-10-06 12:15:41.693000+02:00,Placeholder
369,6000,175048,2011-10-06 12:16:59.745000+02:00,Placeholder
370,7000,175051,2011-10-06 12:22:56.094000+02:00,Placeholder
371,5200,175054,2011-10-06 12:34:31.167000+02:00,Placeholder
372,14226,175057,2011-10-06 12:44:02.492000+02:00,Placeholder
373,13000,175063,2011-10-06 12:58:54.585000+02:00,Placeholder
374,8000,175066,2011-10-06 13:05:53.613000+02:00,Placeholder
375,10000,175069,2011-10-06 13:14:10.150000+02:00,Placeholder
376,6000,175072,2011-10-06 13:43:21.633000+02:00,Placeholder
377,32000,175075,2011-10-06 13:57:10.313000+02:00,Placeholder
378,8000,175081,2011-10-06 14:18:16.763000+02:00,Placeholder
379,3500,175084,2011-10-06 14:36:09.619000+02:00,Placeholder
380,20000,175087,2011-10-06 14:53:44.052000+02:00,Placeholder
381,4000,175090,2011-10-06 14:55:08.179000+02:00,Placeholder
382,25000,175099,2011-10-06 16:00:43.144000+02:00,Placeholder
383,5000,175102,2011-10-06 16:09:07.932000+02:00,Placeholder
384,18000,175105,2011-10-06 16:16:46.356000+02:00,Placeholder
385,15000,175108,2011-10-06 16:21:31.062000+02:00,Placeholder
386,50000,175111,2011-10-06 16:33:15.510000+02:00,Placeholder
387,16000,175114,2011-10-06 17:08:03.759000+02:00,Placeholder
388,1000,175117,2011-10-06 17:33:51.471000+02:00,Placeholder
389,10000,175120,2011-10-06 17:39:10.699000+02:00,Placeholder
390,2000,175123,2011-10-06 17:46:41.756000+02:00,Placeholder
391,8000,175126,2011-10-06 17:49:01.679000+02:00,Placeholder
392,6000,175129,2011-10-06 18:07:01.813000+02:00,Placeholder
393,100,175132,2011-10-06 18:14:46.084000+02:00,Placeholder
394,8000,175135,2011-10-06 18:31:48.465000+02:00,Placeholder
395,7000,175138,2011-10-06 18:47:43.953000+02:00,Placeholder
396,7000,175141,2011-10-06 19:01:44.295000+02:00,Placeholder
397,5000,175144,2011-10-06 19:25:40.735000+02:00,Placeholder
398,4000,175150,2011-10-06 19:30:44.655000+02:00,Placeholder
399,6000,175153,2011-10-06 19:39:51.582000+02:00,Placeholder
400,5000,175156,2011-10-06 19:41:49.235000+02:00,Placeholder
401,3000,175159,2011-10-06 19:42:23.830000+02:00,Placeholder
402,5000,175162,2011-10-06 20:04:34.327000+02:00,Placeholder
403,10000,175165,2011-10-06 20:15:29.238000+02:00,Placeholder
404,8000,175168,2011-10-06 20:17:58.636000+02:00,Placeholder
405,5000,175171,2011-10-06 20:26:11.246000+02:00,Placeholder
406,12000,175174,2011-10-06 20:46:32.580000+02:00,Placeholder
407,5000,175180,2011-10-06 21:08:33.502000+02:00,Placeholder
408,8000,175183,2011-10-06 21:21:14.228000+02:00,Placeholder
409,5000,175186,2011-10-06 21:21:20.126000+02:00,Placeholder
