RequestedAmount,LoanGoal,ApplicationType,CASE_ID,time:timestamp
10000.0,Home improvement,New credit,1754943309,2016-01-04 12:00:45.773000+00:00
8000.0,Car,New credit,323012882,2016-01-04 12:11:04.602000+00:00
15000.0,Car,New credit,347136910,2016-01-04 12:29:02.690000+00:00
0.0,Unknown,New credit,1432907447,2016-01-04 12:35:53.327000+00:00
11800.0,Car,New credit,1096831814,2016-01-04 12:46:25.745000+00:00
7500.0,Motorcycle,New credit,1068218912,2016-01-04 12:51:45.303000+00:00
5000.0,Car,New credit,709929024,2016-01-04 12:53:54.012000+00:00
26000.0,Car,Limit raise,347787380,2016-01-04 13:13:04.002000+00:00
5000.0,Car,New credit,1365381023,2016-01-04 13:29:31.474000+00:00
40000.0,Remaining debt home,New credit,1981969728,2016-01-04 13:30:37.154000+00:00
18000.0,Home improvement,New credit,665878125,2016-01-04 13:34:14.237000+00:00
19500.0,Existing loan takeover,New credit,1044911465,2016-01-04 13:39:34.635000+00:00
20000.0,Home improvement,New credit,862160604,2016-01-04 14:00:37.372000+00:00
0.0,Unknown,Limit raise,369018038,2016-01-04 14:23:25.511000+00:00
40000.0,Boat,New credit,920048730,2016-01-04 14:25:14.102000+00:00
18000.0,Car,Limit raise,220402598,2016-01-04 14:34:30.218000+00:00
20000.0,Home improvement,Limit raise,1947668470,2016-01-04 14:40:06.912000+00:00
35000.0,"Other, see explanation",Limit raise,1301925609,2016-01-04 14:41:48.473000+00:00
30000.0,Home improvement,Limit raise,2070389081,2016-01-04 14:43:23.489000+00:00
16000.0,Car,New credit,864903752,2016-01-04 14:57:25.327000+00:00
0.0,Unknown,New credit,1159653941,2016-01-04 15:03:14.536000+00:00
15000.0,Home improvement,New credit,663648942,2016-01-04 15:12:29.086000+00:00
0.0,Unknown,New credit,1616009132,2016-01-04 15:30:10.904000+00:00
0.0,Unknown,New credit,53530491,2016-01-04 15:47:20.577000+00:00
5000.0,Car,New credit,1953406738,2016-01-04 15:53:29.922000+00:00
6000.0,Home improvement,New credit,1413308979,2016-01-04 15:57:50.744000+00:00
18000.0,Home improvement,New credit,1308403282,2016-01-04 16:04:35.836000+00:00
18500.0,Business goal,New credit,212010049,2016-01-04 16:19:59.986000+00:00
5000.0,Car,New credit,369105792,2016-01-04 16:53:54.402000+00:00
21800.0,Existing loan takeover,New credit,1998350808,2016-01-04 16:54:44.484000+00:00
35000.0,Home improvement,New credit,1301009504,2016-01-04 17:15:28.482000+00:00
20000.0,Existing loan takeover,New credit,547462088,2016-01-04 17:22:28.970000+00:00
5000.0,Existing loan takeover,New credit,223366470,2016-01-04 17:31:19.462000+00:00
27000.0,Car,Limit raise,1130151790,2016-01-04 17:48:54.583000+00:00
5000.0,Home improvement,New credit,1791187926,2016-01-04 17:58:09.645000+00:00
32000.0,Existing loan takeover,New credit,421364849,2016-01-04 18:04:07.898000+00:00
10000.0,Home improvement,New credit,1268592022,2016-01-04 18:09:14.763000+00:00
20000.0,Existing loan takeover,Limit raise,1955353500,2016-01-04 18:12:09.282000+00:00
0.0,Unknown,New credit,485131054,2016-01-04 18:13:05.008000+00:00
13250.0,Existing loan takeover,New credit,1979402314,2016-01-04 18:17:40.702000+00:00
25000.0,"Other, see explanation",New credit,1723028098,2016-01-04 18:25:14.175000+00:00
16000.0,Car,New credit,1946236735,2016-01-04 18:27:54.340000+00:00
25000.0,Unknown,Limit raise,1428307326,2016-01-04 18:43:26.266000+00:00
8000.0,Not speficied,New credit,1310063638,2016-01-04 18:44:28.417000+00:00
15000.0,"Other, see explanation",New credit,1141114991,2016-01-04 18:47:14.135000+00:00
8750.0,Car,New credit,1854801140,2016-01-04 19:16:28.078000+00:00
10000.0,Car,New credit,2078020265,2016-01-04 19:19:26.630000+00:00
25000.0,Home improvement,New credit,567907480,2016-01-04 19:21:49.681000+00:00
15000.0,Home improvement,New credit,748088065,2016-01-04 19:40:34.453000+00:00
5000.0,"Other, see explanation",New credit,1151254747,2016-01-04 20:05:20.179000+00:00
35786.0,Remaining debt home,New credit,972938507,2016-01-04 20:08:31.768000+00:00
8000.0,Car,New credit,19324985,2016-01-04 20:36:17.556000+00:00
15000.0,Existing loan takeover,New credit,1643165806,2016-01-04 20:55:03.972000+00:00
5000.0,Home improvement,New credit,923963777,2016-01-04 21:01:26.010000+00:00
20000.0,Home improvement,New credit,1746133767,2016-01-04 21:22:59.108000+00:00
50000.0,Home improvement,New credit,920497952,2016-01-04 21:37:11.994000+00:00
7500.0,Not speficied,New credit,416441220,2016-01-04 21:52:52.272000+00:00
5000.0,Car,New credit,726777197,2016-01-04 22:28:04.229000+00:00
5000.0,Existing loan takeover,New credit,153538723,2016-01-05 06:32:06.271000+00:00
18000.0,Caravan / Camper,New credit,368205428,2016-01-05 07:34:12.053000+00:00
20000.0,Car,New credit,923808413,2016-01-05 08:04:49.732000+00:00
5000.0,Existing loan takeover,New credit,854409161,2016-01-05 08:48:04.667000+00:00
15000.0,Car,New credit,346636726,2016-01-05 08:49:51.416000+00:00
10000.0,Extra spending limit,New credit,236257423,2016-01-05 09:23:57.597000+00:00
5000.0,Extra spending limit,New credit,1892186837,2016-01-05 09:32:52.120000+00:00
0.0,Existing loan takeover,New credit,788421650,2016-01-05 09:53:16.447000+00:00
10000.0,Existing loan takeover,New credit,664267418,2016-01-05 10:10:01.145000+00:00
12000.0,Car,Limit raise,2118101879,2016-01-05 10:14:11.329000+00:00
25500.0,Car,Limit raise,29490720,2016-01-05 10:56:50.517000+00:00
15000.0,Car,New credit,1267839101,2016-01-05 11:08:32.694000+00:00
45000.0,Existing loan takeover,New credit,1800870760,2016-01-05 11:16:59.420000+00:00
7500.0,Car,New credit,1484851617,2016-01-05 11:20:20.505000+00:00
37000.0,"Other, see explanation",New credit,402039661,2016-01-05 11:31:29.221000+00:00
15000.0,Car,New credit,1675166178,2016-01-05 11:53:47.651000+00:00
7000.0,Home improvement,New credit,297421946,2016-01-05 12:09:03.143000+00:00
25000.0,"Other, see explanation",New credit,562322973,2016-01-05 12:44:12.875000+00:00
23000.0,Remaining debt home,New credit,1645236489,2016-01-05 12:49:46.815000+00:00
14250.0,Existing loan takeover,New credit,2115613475,2016-01-05 13:21:00.197000+00:00
38500.0,Home improvement,New credit,409724822,2016-01-05 13:28:06.969000+00:00
45000.0,Car,New credit,788960916,2016-01-05 13:33:51.045000+00:00
22000.0,Existing loan takeover,New credit,1807951250,2016-01-05 13:40:32.810000+00:00
10000.0,"Other, see explanation",New credit,944177310,2016-01-05 13:44:13.455000+00:00
7000.0,Home improvement,New credit,1277100580,2016-01-05 13:48:39.449000+00:00
50000.0,Boat,New credit,1943199357,2016-01-05 13:54:38.881000+00:00
11000.0,Car,New credit,1462709587,2016-01-05 13:55:35.429000+00:00
20000.0,"Other, see explanation",New credit,1911804233,2016-01-05 14:00:51.292000+00:00
5000.0,"Other, see explanation",New credit,1274070913,2016-01-05 14:13:16.353000+00:00
0.0,Unknown,New credit,866541745,2016-01-05 14:51:59.336000+00:00
5000.0,Car,New credit,948906324,2016-01-05 14:56:35.768000+00:00
6000.0,Existing loan takeover,New credit,1172125329,2016-01-05 14:56:56.323000+00:00
7000.0,Home improvement,New credit,1931792282,2016-01-05 14:59:08.621000+00:00
7500.0,Car,New credit,275338795,2016-01-05 15:02:12.317000+00:00
7500.0,Existing loan takeover,New credit,243636886,2016-01-05 15:10:02.732000+00:00
5000.0,Existing loan takeover,New credit,1838732360,2016-01-05 15:28:36.073000+00:00
5000.0,Existing loan takeover,New credit,125495187,2016-01-05 15:55:01.056000+00:00
20000.0,Home improvement,New credit,1930449097,2016-01-05 16:03:54.068000+00:00
5000.0,Car,New credit,1640008006,2016-01-05 16:08:05.384000+00:00
5000.0,Car,New credit,13372270,2016-01-05 16:12:44.241000+00:00
12000.0,Home improvement,New credit,1492351094,2016-01-05 16:13:24.971000+00:00
24000.0,Not speficied,New credit,675506291,2016-01-05 16:21:19.432000+00:00
5000.0,Not speficied,New credit,898874076,2016-01-05 16:24:14.653000+00:00
15000.0,"Other, see explanation",New credit,1251541081,2016-01-05 16:30:55.985000+00:00
19763.0,Car,New credit,1853222107,2016-01-05 16:49:11.138000+00:00
15000.0,Home improvement,New credit,190984886,2016-01-05 17:19:51.151000+00:00
25000.0,Car,Limit raise,911291915,2016-01-05 17:30:27.818000+00:00
50000.0,Existing loan takeover,New credit,1179942266,2016-01-05 17:37:26.786000+00:00
14000.0,Home improvement,New credit,1807570830,2016-01-05 17:46:10.322000+00:00
10000.0,Home improvement,New credit,804815556,2016-01-05 17:51:36.944000+00:00
5000.0,"Other, see explanation",New credit,1669670154,2016-01-05 18:03:15.925000+00:00
12500.0,Existing loan takeover,New credit,989064530,2016-01-05 18:45:13.266000+00:00
0.0,Extra spending limit,Limit raise,2063036518,2016-01-05 18:55:29.469000+00:00
6000.0,Home improvement,New credit,1174199914,2016-01-05 19:03:43.641000+00:00
10000.0,Extra spending limit,New credit,1226577675,2016-01-05 19:27:36.504000+00:00
10000.0,Home improvement,New credit,373612346,2016-01-05 19:33:01.091000+00:00
6000.0,Extra spending limit,Limit raise,1880024094,2016-01-05 19:53:46.732000+00:00
10000.0,Home improvement,New credit,829714042,2016-01-05 20:02:22.961000+00:00
5000.0,Car,New credit,111956933,2016-01-05 20:02:46.466000+00:00
7500.0,"Other, see explanation",New credit,1922956945,2016-01-05 20:05:46.996000+00:00
10000.0,Home improvement,New credit,1562741414,2016-01-05 20:14:38.405000+00:00
5000.0,Car,New credit,929235447,2016-01-05 20:23:06.448000+00:00
12000.0,Car,New credit,874857207,2016-01-05 20:41:13.032000+00:00
15000.0,Existing loan takeover,New credit,74089970,2016-01-05 20:44:41.346000+00:00
6000.0,Car,New credit,1559270931,2016-01-05 21:45:59.914000+00:00
0.0,Unknown,New credit,2005183817,2016-01-06 07:08:44.746000+00:00
0.0,Unknown,New credit,606090913,2016-01-06 08:08:53.453000+00:00
6000.0,Car,New credit,1377264777,2016-01-06 08:13:06.543000+00:00
5000.0,Home improvement,New credit,1052983039,2016-01-06 08:15:42.829000+00:00
35000.0,Remaining debt home,New credit,1363165385,2016-01-06 08:26:52.291000+00:00
20000.0,Remaining debt home,New credit,1313879847,2016-01-06 08:45:34.037000+00:00
40000.0,Home improvement,Limit raise,2039499576,2016-01-06 08:55:48.944000+00:00
35000.0,Existing loan takeover,New credit,1326688469,2016-01-06 09:07:33.113000+00:00
44000.0,Existing loan takeover,New credit,1549864001,2016-01-06 09:07:56.632000+00:00
25000.0,Home improvement,Limit raise,466958327,2016-01-06 09:17:34.583000+00:00
0.0,Unknown,Limit raise,232465255,2016-01-06 09:22:02.983000+00:00
36000.0,Car,New credit,664361440,2016-01-06 09:27:13.613000+00:00
0.0,Unknown,New credit,1508103415,2016-01-06 09:45:07.047000+00:00
12500.0,Caravan / Camper,New credit,1747572025,2016-01-06 09:58:43.468000+00:00
37500.0,Existing loan takeover,New credit,1302654957,2016-01-06 10:09:44.455000+00:00
35000.0,Home improvement,New credit,1930715945,2016-01-06 10:11:12.889000+00:00
0.0,Remaining debt home,Limit raise,1439119047,2016-01-06 10:15:58.012000+00:00
0.0,Unknown,New credit,807098596,2016-01-06 10:24:33.423000+00:00
10000.0,Car,New credit,1699815319,2016-01-06 10:40:55.784000+00:00
26500.0,Car,New credit,1498056352,2016-01-06 10:59:06.131000+00:00
9000.0,Car,New credit,2092350091,2016-01-06 11:53:43.198000+00:00
10000.0,Car,New credit,297491355,2016-01-06 12:28:41.146000+00:00
15000.0,Home improvement,New credit,1204730406,2016-01-06 12:46:48.780000+00:00
5000.0,"Other, see explanation",New credit,1470184564,2016-01-06 13:03:33.769000+00:00
7000.0,Existing loan takeover,New credit,1944285638,2016-01-06 13:03:39.746000+00:00
10000.0,Home improvement,New credit,836161395,2016-01-06 13:25:29.598000+00:00
10000.0,Home improvement,New credit,1945220465,2016-01-06 13:39:32.631000+00:00
5000.0,"Other, see explanation",New credit,1898813636,2016-01-06 13:42:25.934000+00:00
35000.0,Existing loan takeover,Limit raise,681276588,2016-01-06 13:46:05.170000+00:00
15000.0,Car,New credit,365416480,2016-01-06 13:47:39.666000+00:00
25000.0,Home improvement,Limit raise,1403474196,2016-01-06 13:55:14.027000+00:00
0.0,Unknown,New credit,1014301064,2016-01-06 13:56:37.110000+00:00
25000.0,"Other, see explanation",Limit raise,2034562541,2016-01-06 14:31:09.859000+00:00
5000.0,Extra spending limit,New credit,1553446113,2016-01-06 14:52:42.812000+00:00
0.0,Unknown,New credit,443070493,2016-01-06 15:04:23.431000+00:00
5000.0,Car,New credit,1417516413,2016-01-06 15:16:02.825000+00:00
0.0,Unknown,New credit,1649139732,2016-01-06 15:24:26.448000+00:00
15000.0,Car,Limit raise,289811958,2016-01-06 15:33:57.819000+00:00
0.0,Unknown,New credit,341998174,2016-01-06 15:58:11.493000+00:00
7000.0,Car,New credit,879749975,2016-01-06 16:13:39.829000+00:00
8000.0,Car,New credit,750571787,2016-01-06 17:14:57.344000+00:00
10000.0,Car,New credit,1513129576,2016-01-06 17:19:05.467000+00:00
50000.0,Home improvement,New credit,1091101077,2016-01-06 17:36:02.511000+00:00
5000.0,Extra spending limit,New credit,1271512732,2016-01-06 18:29:20.769000+00:00
0.0,Existing loan takeover,New credit,1502516207,2016-01-06 18:30:20.264000+00:00
21000.0,Car,New credit,1142700916,2016-01-06 19:28:42.251000+00:00
45000.0,Car,New credit,2078253178,2016-01-06 19:37:59.742000+00:00
0.0,Home improvement,New credit,1724196691,2016-01-06 19:38:16.528000+00:00
15000.0,Existing loan takeover,New credit,1139007530,2016-01-06 19:47:44.971000+00:00
5000.0,"Other, see explanation",New credit,784275418,2016-01-06 19:49:20.067000+00:00
0.0,Unknown,New credit,1771304108,2016-01-06 19:57:35.342000+00:00
5000.0,Home improvement,New credit,259183799,2016-01-06 20:02:05.822000+00:00
20000.0,Home improvement,New credit,2081147987,2016-01-06 21:07:17.873000+00:00
5000.0,Car,New credit,1462703151,2016-01-06 21:46:57.846000+00:00
7500.0,Home improvement,New credit,1905015342,2016-01-06 21:48:18.210000+00:00
40000.0,"Other, see explanation",New credit,1316947913,2016-01-06 22:37:57.535000+00:00
6300.0,Car,New credit,1848603655,2016-01-07 00:08:12.640000+00:00
18000.0,"Other, see explanation",New credit,1719274647,2016-01-07 08:08:47.258000+00:00
30000.0,Home improvement,New credit,1863611182,2016-01-07 08:09:04.917000+00:00
20000.0,Home improvement,New credit,1600150028,2016-01-07 08:33:56.777000+00:00
15000.0,Car,New credit,2081911804,2016-01-07 08:39:49.279000+00:00
5000.0,Extra spending limit,New credit,335096189,2016-01-07 08:47:59.109000+00:00
10000.0,Car,New credit,111540759,2016-01-07 08:52:37.699000+00:00
15000.0,Home improvement,New credit,524429786,2016-01-07 09:01:34.446000+00:00
15000.0,Existing loan takeover,New credit,1355798622,2016-01-07 09:12:05.014000+00:00
40000.0,Not speficied,New credit,854402455,2016-01-07 09:15:20.747000+00:00
10000.0,Home improvement,New credit,1077411737,2016-01-07 09:16:09.659000+00:00
50000.0,Existing loan takeover,New credit,1283783929,2016-01-07 09:17:07.335000+00:00
16000.0,Car,Limit raise,1507218840,2016-01-07 09:43:42.719000+00:00
50000.0,Home improvement,New credit,1940130892,2016-01-07 10:09:10.844000+00:00
0.0,Unknown,New credit,2139889803,2016-01-07 10:12:45.138000+00:00
10000.0,Car,Limit raise,843590096,2016-01-07 10:43:32.635000+00:00
15000.0,Home improvement,Limit raise,220286199,2016-01-07 10:49:41.728000+00:00
35000.0,"Other, see explanation",New credit,5240566,2016-01-07 10:51:31.808000+00:00
5000.0,Existing loan takeover,New credit,123754331,2016-01-07 11:29:00.804000+00:00
14000.0,Home improvement,New credit,1368129455,2016-01-07 11:56:13.611000+00:00
0.0,Unknown,New credit,402170266,2016-01-07 12:12:42.148000+00:00
10000.0,Existing loan takeover,New credit,339079436,2016-01-07 12:13:35.403000+00:00
45000.0,Home improvement,New credit,1938300690,2016-01-07 13:21:05.496000+00:00
16500.0,Car,Limit raise,1274270315,2016-01-07 13:32:51.643000+00:00
29000.0,Home improvement,Limit raise,1692006952,2016-01-07 13:45:13.193000+00:00
29000.0,Home improvement,New credit,769217696,2016-01-07 13:46:52.968000+00:00
0.0,Home improvement,Limit raise,994471234,2016-01-07 13:47:28.023000+00:00
5000.0,Home improvement,New credit,1562990453,2016-01-07 13:58:51.598000+00:00
10000.0,"Other, see explanation",New credit,1152306667,2016-01-07 14:06:40.018000+00:00
23000.0,Existing loan takeover,New credit,584603030,2016-01-07 14:21:46.409000+00:00
5000.0,Home improvement,New credit,1903580067,2016-01-07 14:28:30.936000+00:00
6000.0,Car,New credit,2033211562,2016-01-07 14:29:32.314000+00:00
12500.0,Car,New credit,838952120,2016-01-07 14:48:03.945000+00:00
15000.0,Car,New credit,243155734,2016-01-07 14:50:30.392000+00:00
15500.0,Existing loan takeover,New credit,1436618564,2016-01-07 15:41:54.173000+00:00
0.0,Unknown,New credit,1060570579,2016-01-07 16:02:48.190000+00:00
5000.0,Car,New credit,344339957,2016-01-07 16:14:00.072000+00:00
50000.0,Car,New credit,1832254057,2016-01-07 16:25:59.599000+00:00
8000.0,Car,New credit,1719978147,2016-01-07 16:27:05.378000+00:00
7500.0,Car,New credit,637491144,2016-01-07 16:34:32.391000+00:00
37000.0,Home improvement,New credit,768179563,2016-01-07 16:45:46.961000+00:00
10000.0,Car,New credit,316292435,2016-01-07 17:28:38.029000+00:00
50000.0,Home improvement,New credit,1386615618,2016-01-07 17:57:13.529000+00:00
10000.0,Unknown,New credit,368633868,2016-01-07 18:38:58.500000+00:00
35000.0,Existing loan takeover,New credit,1493542155,2016-01-07 18:39:59.613000+00:00
15000.0,Home improvement,New credit,1708364219,2016-01-07 18:40:36.739000+00:00
0.0,Unknown,Limit raise,1506426720,2016-01-07 18:45:08.941000+00:00
15000.0,Existing loan takeover,New credit,208148111,2016-01-07 19:23:09.046000+00:00
35000.0,Existing loan takeover,New credit,953392572,2016-01-07 19:44:48.087000+00:00
10000.0,Home improvement,New credit,7078377,2016-01-07 20:00:32.807000+00:00
7500.0,Home improvement,New credit,570561205,2016-01-07 20:21:10.904000+00:00
14000.0,Car,New credit,1004293292,2016-01-07 20:53:14.423000+00:00
6000.0,Tax payments,New credit,662386389,2016-01-07 21:08:46.509000+00:00
7000.0,Car,New credit,119348284,2016-01-07 21:55:08.837000+00:00
14000.0,"Other, see explanation",New credit,888479862,2016-01-07 22:12:34.348000+00:00
19000.0,Car,New credit,1277569989,2016-01-07 22:14:57.600000+00:00
20000.0,Car,New credit,1955246402,2016-01-07 23:49:07.377000+00:00
50000.0,Home improvement,New credit,1740302556,2016-01-08 00:42:10.991000+00:00
24000.0,Car,New credit,122336824,2016-01-08 01:08:25.302000+00:00
7000.0,Existing loan takeover,New credit,1688279534,2016-01-08 05:02:40.655000+00:00
250000.0,Unknown,New credit,1848036697,2016-01-08 06:39:37.540000+00:00
0.0,Unknown,Limit raise,1786874274,2016-01-08 07:10:07.745000+00:00
30000.0,Remaining debt home,New credit,1589119859,2016-01-08 08:01:17.078000+00:00
10000.0,Home improvement,New credit,1624036826,2016-01-08 08:26:35.439000+00:00
5000.0,Home improvement,New credit,1662197696,2016-01-08 09:06:41.969000+00:00
26400.0,Existing loan takeover,New credit,1548782450,2016-01-08 09:12:31.219000+00:00
